Libro,Capitulo,Versiculo,Hebreo_Limpio,Traduccion,Conceptos_Matriz
Hosea,4,14,לאאפקוד עלבנותיכם כי תזנינה ועלכלותיכם כי תנאפנה כיהם עםהזנות יפרדו ועםהקדשות יזבחו ועם לאיבין ילבט,"I will not punish their daughters for fornicatingNor their daughters-in-law for committing adultery;For they themselves turn asidekturn aside Meaning of Heb. uncertain. with whoresAnd sacrifice with female consecrated workers,lfemale consecrated workers Or “female retainers”; meaning of Heb. qedeshot uncertain. And a people that is without sensemwithout sense Cf. vv. 11–12. must stumble.",Separación (Beyn)
Hosea,4,15,אםזנה אתה ישראל אליאשם יהודה ואלתבאו הגלגל ואלתעלו בית און ואלתשבעו חייהוה,"If you are a lecher, Israel—Let not Judah incur guilt—Do not come to Gilgal,nDo not come to Gilgal One who participates in the debaucheries of the open-air shrines is not fit to visit a temple building. Do not make pilgrimages to Beth-aven,oBeth-aven Lit. “House of Delusion,” substituted for Bethel (cf. Amos 4.4). And do not swear by  GOD!pdo not swear by GOD I.e., you are not fit to profess this religion; see Jer. 12.16. ",Ninguno
Hosea,4,16,כי כפרה סררה סרר ישראל עתה ירעם יהוה ככבש במרחב,"Ah, Israel has balkedLike a stubborn cow;Therefore, 
GOD
  will graze himOn the range, like a sheep.qgraze him / On the range, like a sheep Instead of giving them fodder in return for their work; cf. Isa. 30.23–24. ",Ninguno
Hosea,4,17,חבור עצבים אפרים הנחלו,rMeaning of vv. 17–19 uncertain in part. Ephraim is addicted to images—Let him be.,Ninguno
Hosea,4,18,סר סבאם הזנה הזנו אהבו הבו קלון מגניה,They drink to excess—Their liquor turns against them.They “love” beyond measure—Disgrace is the “gift”,Ninguno
Hosea,4,19,"צרר רוח אותה בכנפיה ויבשו מזבחותם&nbsp;<span class=""mam-spi-pe"">{פ}</span><br>",That the wind is bringing;sis bringing Lit. “has bound up in the corners of its garment”; see note at Mal. 3.20. They shall garner shame from their sacrifices.,Ninguno
Hosea,5,1,שמעוזאת הכהנים והקשיבו&thinsp;<b></b> בית ישראל ובית המלך האזינו כי לכם המשפט כיפח הייתם למצפה ורשת פרושה עלתבור,"Hear this, O priests,Attend, O HouseaHouse Emendation yields “prophets.” of Israel,And give ear, O royal house;For right conduct is your responsibility!But youbFor right conduct is your responsibility! / But you Or “This verdict pertains to you. / You.” have been a snare to MizpahAnd a net spread out over Tabor;",Ninguno
Hosea,5,2,ושחטה שטים העמיקו ואני מוסר לכלם,"cMeaning of verse uncertain. For when trappers dug deep pitfalls,I was the only reprover of them all.",Ninguno
Hosea,5,3,אני ידעתי אפרים וישראל לאנכחד ממני כי עתה הזנית אפרים נטמא ישראל,"Yes, I have watched Ephraim,Israel has not escaped my notice:Behold, you have fornicated, O Ephraim;Israel has defiled himself!",Percepción (Yada)
Hosea,5,4,לא יתנו מעלליהם לשוב אלאלהיהם כי רוח זנונים בקרבם ואתיהוה לא ידעו,"Their habits do not let themTurn back to their God;Because of the lecherous impulse within them,They pay no heed to  GOD.",Percepción (Yada)
Hosea,5,5,וענה גאוןישראל בפניו וישראל ואפרים יכשלו בעונם כשל גםיהודה עמם,"Israel’s pride shall be humbled before his very eyes,As Israel and Ephraim fall because of their sin(And Judah falls with them).",Ninguno
Hosea,5,6,בצאנם ובבקרם ילכו לבקש אתיהוה ולא ימצאו חלץ מהם,Then they will go with their sheep and cattleTo seek  GOD—whom they will not find.dIsrael’s pride … will not find This passage would read well after 5.15; cf. 5.6 with 6.6. They have been cast off:eThey have been cast off Meaning of Heb. uncertain. ,Ninguno
Hosea,5,7,"ביהוה בגדו כיבנים זרים ילדו עתה יאכלם חדש אתחלקיהם&nbsp;<span class=""mam-spi-samekh"">{ס}</span>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","[Because] they have broken faith with  GOD,Because they havefthey have Emendation yields “[God] has.” begottenAlien children.Therefore, the new moonShall devour their portion.gTherefore, the new moon / Shall devour their portion Meaning of Heb. uncertain. ",Ninguno
Hosea,5,8,תקעו שופר בגבעה חצצרה ברמה הריעו בית און אחריך בנימין,"Sound a ram’s horn in Gibeah,A trumpet in Ramah;Give the alarm in Beth-aven;hGibeah…Ramah…Beth-aven The three towns named, in the territory of Benjamin, are now being wrested from Israel by Judah; see v. 10. On the latter town’s name, see second note at 4.15. After you,iAfter you Emendation yields “Stir up.” Benjamin!",Control/Derecha (Yamin)
Hosea,5,9,אפרים לשמה תהיה ביום תוכחה בשבטי ישראל הודעתי נאמנה,"Ephraim is stricken with horrorOn a day of chastisement.Against the tribesjtribes I.e., the kingdoms of Judah and Israel (represented by Ephraim). of IsraelI proclaim certainties:",Ninguno
Hosea,5,10,היו שרי יהודה כמסיגי גבול עליהם אשפוך כמים עברתי,The officers of Judah have actedLike shifters of field boundaries;On them I will pour outMy wrath like water.,Ninguno
Hosea,5,11,עשוק אפרים רצוץ משפט כי הואיל הלך אחריצו,"Ephraim is defrauded,Robbed of redress,Because he has witlesslyGone after futility.kfutility Cf. Targum and Septuagint; but meaning of Heb. uncertain. ",Ninguno
Hosea,5,12,ואני כעש לאפרים וכרקב לבית יהודה,"For it is I who am like rot to Ephraim,Like decay to the House of Judah;lJudah Emendation yields “Israel.” ",Ninguno
Hosea,5,13,וירא אפרים אתחליו ויהודה אתמזרו וילך אפרים אלאשור וישלח אלמלך ירב והוא לא יוכל לרפא לכם ולאיגהה מכם מזור,"Yet when Ephraim became aware of his sickness,JudahmJudah See note at v. 12. of his sores,Ephraim repaired to Assyria—He sent envoys to a patronnpatron Compare the verb ryb in the sense of “to champion, uphold the cause of,” in Isa. 1.17; 3.13; 19.20 end; 51.22. king!He will never be able to cure you,Will not heal you of your sores.",Ninguno
Hosea,5,14,כי אנכי כשחל לאפרים וככפיר לבית יהודה אני אני אטרף ואלך אשא ואין מציל,"No, I will be like a lion to Ephraim,Like a great beast to the House of Judah;oJudah See note at v. 12. I, I will attack and stride away,Carrying the prey that no one can rescue;",Ninguno
Hosea,5,15,אלך אשובה אלמקומי עד אשריאשמו ובקשו פני בצר להם ישחרנני,"And I will return to My abode—Till they realize their guilt.In their distress, they will seek MeAnd beg for My favor.",Ninguno
Hosea,6,1,לכו ונשובה אליהוה כי הוא טרף וירפאנו יך ויחבשנו,"aAs anticipated at the end of chapter 5, Israel seeks GOD’s favor; the answer begins with v. 4. “Come, let us turn back to GOD:The One who attacked, and so can heal us;Who wounded, and so can bind us up.",Ninguno
Hosea,6,2,יחינו מימים ביום השלישי יקמנו ונחיה לפניו,"In two days [God] will make us whole again,And on the third day raise us up;God’s favor will make us whole.",Ninguno
Hosea,6,3,ונדעה נרדפה לדעת אתיהוה כשחר נכון מצאו ויבוא כגשם לנו כמלקוש יורה ארץ,"Let us pursue devotion to  GOD,And we shall become devout.As sure as daybreak is God’s appearance,Which will come to us like rain,Like latter rain that refreshesbrefreshes Taking yoreh as equivalent of yarweh. the earth.”",Ninguno
Hosea,6,4,מה אעשהלך אפרים מה אעשהלך יהודה וחסדכם כענןבקר וכטל משכים הלך,"What can I do for you, Ephraim,What can I do for you, Judah,cJudah Emendation yields “Israel”; cf. “Ephraim…Israel” in v. 10. When your goodness is like morning clouds,Like dew so early gone?",Ninguno
Hosea,6,5,עלכן חצבתי בנביאים הרגתים באמריפי ומשפטיך אור יצא,"That is why I have hewn down the prophets,dthe prophets Emendation yields “your children”; cf. 9.13. Have slain them with the words of My mouth:And the day that dawned [brought on] your punishment.eAnd the day that dawned [brought on] your punishment Cf. v. 3; but meaning of Heb. uncertain. ",Ninguno
Hosea,6,6,כי חסד חפצתי ולאזבח ודעת אלהים מעלות,"For I desire goodness, not sacrifice;Devotion to God, rather than burnt offerings.",Ninguno
Hosea,6,7,והמה כאדם עברו ברית שם בגדו בי,"fMeaning of vv. 7–11 unclear in part. But they, as human beings [are wont to do],ghuman beings [are wont to do] Or “at Adam,” a town in central Transjordan; cf. Josh. 3.16. have transgressed the Covenant.This is where they have been false to Me:",Ninguno
Hosea,6,8,גלעד קרית פעלי און עקבה מדם,"Gilead is a city of evildoers,Tracked up with blood.",Ninguno
Hosea,6,9,וכחכי איש גדודים חבר כהנים דרך ירצחושכמה כי זמה עשו,"The gang of priests isLike the ambuscade of banditsWho murder on the road to Shechem,For they have encouragedhencouraged Heb. “done”; cf. 5.1–3. depravity.",Ninguno
Hosea,6,10,"בבית ישראל ראיתי <span class=""mam-kq""><span class=""mam-kq-k"">(שעריריה)</span> <span class=""mam-kq-q"">[שערוריה]</span></span> שם זנות לאפרים נטמא ישראל","In the House of Israelithe House of Israel Emendation yields “Beth-shean.” I have seenA horrible thing;Ephraim has fornicated there,Israel has defiled himself.",Ninguno
Hosea,6,11,"גםיהודה שת קציר לך בשובי שבות עמי&nbsp;<span class=""mam-spi-pe"">{פ}</span><br>","(Even Judah has reaped a harvest of you!)j(Even Judah has reaped a harvest of you!) Cf. 5.9–10; but meaning of clause uncertain. When I would restore My people’s fortunes,",Ninguno
Hosea,7,1,כרפאי לישראל ונגלה עון אפרים ורעות שמרון כי פעלו שקר וגנב יבוא פשט גדוד בחוץ,"When I would heal Israel,The guilt of Ephraim reveals itselfAnd the wickedness of Samaria.For they have acted treacherously,With thieves breaking inAnd bands raiding outside.",Ninguno
Hosea,7,2,ובליאמרו ללבבם כלרעתם זכרתי עתה סבבום מעלליהם נגד פני היו,"And they do not considerThat I remembered all their wickedness.Why, their misdeeds have been all around them,athem Emendation yields “Me.” They have been ever before Me.",Ninguno
Hosea,7,3,ברעתם ישמחומלך ובכחשיהם שרים,"bVv. 3–6 would read well in the order 4, 6, 3, 5. In malice they make a king merry,And officials in treachery.",Ninguno
Hosea,7,4,כלם מנאפים כמו תנור בערה מאפה ישבות מעיר מלוש בצק עדחמצתו,"They commit adultery,ccommit adultery Emendation yields “rage.” all of them,Like an oven fired by a baker,Who desists from stoking onlyFrom the kneading of the dough to its leavening.",Ninguno
Hosea,7,5,יום מלכנו החלו שרים חמת מיין משך ידו אתלצצים,"The day they made our king sick[And] officials with the poison of wine,He gave his hand to traitors.dHe gave his hand to traitors I.e., he trusted traitors; but meaning of verse uncertain. ",Ninguno
Hosea,7,6,כיקרבו כתנור לבם בארבם כלהלילה ישן אפהם בקר הוא בער כאש להבה,"For they approach their ambushWith their hearts like an oven:eFor they approach … like an oven Meaning of Heb. uncertain. Through the nightTheir bakerfbaker Emendation yields “rage.” has slept;In the morning, it flares upLike a blazing fire.",Ninguno
Hosea,7,7,כלם יחמו כתנור ואכלו אתשפטיהם כלמלכיהם נפלו איןקרא בהם אלי,They all get heated like an ovenAnd devour their rulers—None of them calls to Me.All their kings have fallen [by their hand].,Ninguno
Hosea,7,8,אפרים בעמים הוא יתבולל אפרים היה עגה בלי הפוכה,gMeaning of verse uncertain. Ephraim is among the peoples;He is rotting away.Ephraim is like a cake—Incapable of turning.,Ninguno
Hosea,7,9,אכלו זרים כחו והוא לא ידע גםשיבה זרקה בו והוא לא ידע,"Strangers have consumed his strength,But he has taken no notice;Also, moldhmold Like Akkadian shību; in contrast to others “gray hairs.” is scattered over him,But he has taken no notice.",Percepción (Yada)
Hosea,7,10,וענה גאוןישראל בפניו ולאשבו אליהוה אלהיהם ולא בקשהו בכלזאת,"Though Israel’s pride has been humbledBefore his very eyes,They have not turned backTo their God  the ETERNAL One—Whom they have not soughtDespite everything.",Ninguno
Hosea,7,11,ויהי אפרים כיונה פותה אין לב מצרים קראו אשור הלכו,"Instead, Ephraim has actedLike a silly dove with no mind:They have appealed to Egypt!They have gone to Assyria!",Ninguno
Hosea,7,12,"כאשר ילכו אפרוש עליהם רשתי כעוף השמים אורידם איסירם כשמע לעדתם&nbsp;<span class=""mam-spi-samekh"">{ס}</span>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","When they go, I will spreadMy net over them,I will bring them downLike birds of the sky;I will chastise themWhen I hear their bargaining.iI will chastise them / When I hear their bargaining Meaning of Heb. uncertain. ",Ninguno
Hosea,7,13,אוי להם כינדדו ממני שד להם כיפשעו בי ואנכי אפדם והמה דברו עלי כזבים,Woe to themFor straying from Me;Destruction to themFor rebelling against Me!For I was their Redeemer;Yet they have plotted treason against Me.,Ninguno
Hosea,7,14,ולאזעקו אלי בלבם כי יילילו עלמשכבותם עלדגן ותירוש יתגוררו יסורו בי,"jThis verse would read well after 8.2. But they did not cry out to Me sincerelyAs they lay wailing.klay wailing Like true penitents; cf. Isa. 58.5. They debauchldebauch Cf. Aramaic gar/yegur “to commit adultery”; for the thought, cf. 4.11. over new grain and new wine,They are faithlessmfaithless Taking yasuru as equivalent to yasoru, from sarar; cf. 9.15 end. to Me.",Ninguno
