Libro,Capitulo,Versiculo,Hebreo_Limpio,Traduccion,Conceptos_Matriz
Genesis,3,16,"אלהאשה אמר הרבה ארבה עצבונך והרנך בעצב תלדי בנים ואלאישך תשוקתך והוא ימשלבך&nbsp;<span class=""mam-spi-samekh"">{ס}</span>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","And to the woman [God] said,“I will greatly expandYour toil—and your pregnancies;In hardship shall you bear children.Yet your urge shall be for your husband,And his will shall prevail over yours.”",Ninguno
Genesis,3,17,ולאדם אמר כישמעת לקול אשתך ותאכל מןהעץ אשר צויתיך לאמר לא תאכל ממנו ארורה האדמה בעבורך בעצבון תאכלנה כל ימי חייך,"To Adam [God] said, “Because you did as your wife said and ate of the tree about which I commanded you, ‘You shall not eat of it,’Cursed be the ground because of you;By toil shall you eat of itAll the days of your life:",Ninguno
Genesis,3,18,וקוץ ודרדר תצמיח לך ואכלת אתעשב השדה,Thorns and thistles shall it sprout for you.But your food shall be the grasses of the field;,Ninguno
Genesis,3,19,בזעת אפיך תאכל לחם עד שובך אלהאדמה כי ממנה לקחת כיעפר אתה ואלעפר תשוב,"By the sweat of your browShall you get bread to eat,Until you return to the ground—For from it you were taken.For dustbdust Heb. ʻaphar, as in 2.7; cf. the second note there. you are,And to dust you shall return.”",Ninguno
Genesis,3,20,ויקרא האדם שם אשתו חוה כי הוא היתה אם כלחי,"The Human named his wife Eve,cEve Heb. ḥawwah. because she was the mother of all the living.dliving Heb. ḥai. ",Ninguno
Genesis,3,21,"ויעש יהוה אלהים לאדם ולאשתו כתנות עור וילבשם&nbsp;<span class=""mam-spi-pe"">{פ}</span><br>","And the ETERNAL God made garments of skins for Adam and his wife, and clothed them.",Ninguno
Genesis,3,22,ויאמר&thinsp;<b></b> יהוה אלהים הן האדם היה כאחד ממנו לדעת טוב ורע ועתה&thinsp;<b></b> פןישלח ידו ולקח גם מעץ החיים ואכל וחי לעלם,"And the ETERNAL God said, “Now that humankind has become like any of us, knowing good and bad, what if one should stretch out a hand and take also from the tree of life and eat, and live forever!” ",Ninguno
Genesis,3,23,וישלחהו יהוה אלהים מגןעדן לעבד אתהאדמה אשר לקח משם,"So the ETERNAL God banished them from the garden of Eden, to till the humusehumus Heb. ʼadamah, lit. “soil,” as in 2.7; cf. the second note there. from which they were taken: ",Ninguno
Genesis,3,24,"ויגרש אתהאדם וישכן מקדם לגןעדן אתהכרבים ואת להט החרב המתהפכת לשמר אתדרך עץ החיים&nbsp;<span class=""mam-spi-samekh"">{ס}</span>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","humankind was driven out; and east of the garden of Eden were stationed the cherubim and the fiery ever-turning sword, to guard the way to the tree of life.",Ninguno
Genesis,4,1,והאדם ידע אתחוה אשתו ותהר ותלד אתקין ותאמר קניתי איש אתיהוה,"Now the Human knewaknew Heb. yadaʻ, often in a sexual sense. his wife Eve, and she conceived and bore Cain, saying, “I have gainedbgained Echoing the Heb. wordplay: qanithi, connected with “Cain”; lit. “created, acquired.” someone new with GOD’s help.”cwith GOD’s help Or “as did GOD”; precise force of Heb. ʼet uncertain. ",Percepción (Yada)
Genesis,4,2,ותסף ללדת אתאחיו אתהבל ויהיהבל רעה צאן וקין היה עבד אדמה,"She then bore his brother Abel. Abel became a keeper of sheep, and Cain became a tiller of the soil. ",Ninguno
Genesis,4,3,ויהי מקץ ימים ויבא קין מפרי האדמה מנחה ליהוה,"In the course of time, Cain brought an offering to GOD from the fruit of the soil; ",Ninguno
Genesis,4,4,והבל הביא גםהוא מבכרות צאנו ומחלבהן וישע יהוה אלהבל ואלמנחתו,"and Abel, for his part, brought the choicest of the firstlings of his flock. GOD paid heed to Abel and his offering, ",Ninguno
Genesis,4,5,ואלקין ואלמנחתו לא שעה ויחר לקין מאד ויפלו פניו,but paid no heed to Cain and his offering. Cain was much distressed and his face fell.,Ninguno
Genesis,4,6,ויאמר יהוה אלקין למה חרה לך ולמה נפלו פניך,"And GOD said to Cain,“Why are you distressed,And why is your face fallen?",Ninguno
Genesis,4,7,הלוא אםתיטיב שאת ואם לא תיטיב לפתח חטאת רבץ ואליך תשוקתו ואתה תמשלבו,"dMeaning of verse uncertain. Surely, if you do right,There is uplift.But if you do not do rightSin couches at the door;Its urge is toward you,Yet you can be its master.”",Ninguno
Genesis,4,8,ויאמר קין אלהבל אחיו ויהי בהיותם בשדה ויקם קין אלהבל אחיו ויהרגהו,"Cain said to his brother Abel …e… Ancient versions, including the Targum, read “Come, let us go out into the field.” and when they were in the field, Cain set upon his brother Abel and killed him. ",Ninguno
Genesis,4,9,ויאמר יהוה אלקין אי הבל אחיך ויאמר לא ידעתי השמר אחי אנכי,"GOD said to Cain, “Where is your brother Abel?” And he said, “I do not know. Am I my brother’s keeper?”",Percepción (Yada)
Genesis,4,10,ויאמר מה עשית קול דמי אחיך צעקים אלי מןהאדמה,"“What have you done? Hark, your brother’s blood cries out to Me from the ground! ",Ninguno
Genesis,4,11,ועתה ארור אתה מןהאדמה אשר פצתה אתפיה לקחת אתדמי אחיך מידך,"Therefore, you shall be more cursed than the ground,fmore cursed than the ground See 3.17. which opened its mouth to receive your brother’s blood from your hand. ",Ninguno
Genesis,4,12,כי תעבד אתהאדמה לאתסף תתכחה לך נע ונד תהיה בארץ,"If you till the soil, it shall no longer yield its strength to you. You shall become a ceaseless wanderer on earth.”",Ninguno
Genesis,4,13,"ויאמר קין אליהוה גדול עוני מנשא<sup class=""footnote-marker"">*</sup><i class=""footnote"">(בספרי ספרד ואשכנז מנשוא)</i>","Cain said to GOD, “My punishment is too great to bear! ",Ninguno
Genesis,4,14,הן גרשת אתי היום מעל פני האדמה ומפניך אסתר והייתי נע ונד בארץ והיה כלמצאי יהרגני,"Since You have banished me this day from the soil, and I must avoid Your presence and become a restless wanderer on earth—anyone who meets me may kill me!” ",Ninguno
Genesis,4,15,ויאמר לו יהוה לכן כלהרג קין שבעתים יקם וישם יהוה לקין אות לבלתי הכותאתו כלמצאו,"GOD said to him, “I promise, if anyone kills Cain, sevenfold vengeance shall be exacted.” And GOD put a mark on Cain, lest anyone who met him should kill him. ",Ninguno
Genesis,4,16,ויצא קין מלפני יהוה וישב בארץנוד קדמתעדן,"Cain left GOD’s presence and settled in the land of Nod, east of Eden.",Ninguno
Genesis,4,17,וידע קין אתאשתו ותהר ותלד אתחנוך ויהי בנה עיר ויקרא שם העיר כשם בנו חנוך,"Cain knew his wife, and she conceived and bore Enoch. And he then founded a city, and named the city after his son Enoch. ",Percepción (Yada)
Genesis,4,18,ויולד לחנוך אתעירד ועירד ילד אתמחויאל ומחייאל ילד אתמתושאל ומתושאל ילד אתלמך,"To Enoch was born Irad, and Irad begot Mehujael, and MehujaelgMehujael Heb. Meḥiyaʼel. begot Methusael, and Methusael begot Lamech. ",Ninguno
Genesis,4,19,ויקחלו למך שתי נשים שם האחת עדה ושם השנית צלה,"Lamech took to himself two wives: the name of the one was Adah, and the name of the other was Zillah. ",Ninguno
Genesis,4,20,ותלד עדה אתיבל הוא היה אבי ישב אהל ומקנה,Adah bore Jabal; he was the ancestor of those who dwell in tents and amidst herds.,Ninguno
Genesis,4,21,ושם אחיו יובל הוא היה אבי כלתפש כנור ועוגב,And the name of his brother was Jubal; he was the ancestor of all who play the lyre and the pipe.,Ninguno
Genesis,4,22,וצלה גםהוא ילדה אתתובל קין לטש כלחרש נחשת וברזל ואחות תובלקין נעמה,"As for Zillah, she bore Tubal-cain, who forged all implements of copper and iron. And the sister of Tubal-cain was Naamah.",Ninguno
Genesis,4,23,ויאמר למך לנשיו עדה וצלה שמען קולי נשי למך האזנה אמרתי כי איש הרגתי לפצעי וילד לחברתי,"And Lamech said to his wives,“Adah and Zillah, hear my voice;O wives of Lamech, give ear to my speech.I have slain a rival for wounding me,And a ladhlad Or “punk.” for bruising me.",Ninguno
Genesis,4,24,כי שבעתים יקםקין ולמך שבעים ושבעה,"If Cain is avenged sevenfold,Then Lamech seventy-sevenfold.”",Ninguno
Genesis,4,25,וידע אדם עוד אתאשתו ותלד בן ותקרא אתשמו שת כי שתלי אלהים זרע אחר תחת הבל כי הרגו קין,"Adam knew his wife again, and she bore a son and named him Seth, meaning, “God has provided me withiprovided me with Or “established for me”; Heb. shath, connected with “Seth.” another offspring in place of Abel,” for Cain had killed him. ",Percepción (Yada)
Genesis,4,26,"ולשת גםהוא ילדבן ויקרא אתשמו אנוש אז הוחל לקרא בשם יהוה&nbsp;<span class=""mam-spi-samekh"">{ס}</span>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","And to Seth, in turn, a son was born, and he named him Enosh. It was then that GOD began to be invoked by name.",Ninguno
Genesis,5,1,"זה ספר<sup class=""footnote-marker"">*</sup><i class=""footnote"">(בספרי תימן <big>ס</big>פר בסמ״ך גדולה)</i> תולדת אדם ביום ברא אלהים אדם בדמות אלהים עשה אתו","This is the record of Adam’s line.—When God created humankind, it was made in the likeness of God; ",Ninguno
Genesis,5,2,זכר ונקבה בראם ויברך אתם ויקרא אתשמם אדם ביום הבראם,"they were created male and female. And when they were created, [God] blessed them and called them Humankind.— ",Ninguno
Genesis,5,3,ויחי אדם שלשים ומאת שנה ויולד בדמותו כצלמו ויקרא אתשמו שת,"When Adam had lived 130 years, he begot a son in his likeness after his image, and he named him Seth. ",Ninguno
Genesis,5,4,ויהיו ימיאדם אחרי הולידו אתשת שמנה מאת שנה ויולד בנים ובנות,"After the birth of Seth, Adam lived 800 years and begot sons and daughters. ",Ninguno
Genesis,5,5,"ויהיו כלימי אדם אשרחי תשע מאות שנה ושלשים שנה וימת&nbsp;<span class=""mam-spi-samekh"">{ס}</span>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;",All the days that Adam lived came to 930 years; then he died.,Ninguno
Genesis,5,6,ויחישת חמש שנים ומאת שנה ויולד אתאנוש,"When Seth had lived 105 years, he begot Enosh. ",Ninguno
Genesis,5,7,ויחישת אחרי הולידו אתאנוש שבע שנים ושמנה מאות שנה ויולד בנים ובנות,"After the birth of Enosh, Seth lived 807 years and begot sons and daughters. ",Ninguno
Genesis,5,8,"ויהיו כלימישת שתים עשרה שנה ותשע מאות שנה וימת&nbsp;<span class=""mam-spi-samekh"">{ס}</span>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;",All the days of Seth came to 912 years; then he died.,Ninguno
Genesis,5,9,ויחי אנוש תשעים שנה ויולד אתקינן,"When Enosh had lived 90 years, he begot Kenan. ",Ninguno
Genesis,5,10,ויחי אנוש אחרי הולידו אתקינן חמש עשרה שנה ושמנה מאות שנה ויולד בנים ובנות,"After the birth of Kenan, Enosh lived 815 years and begot sons and daughters. ",Ninguno
Genesis,5,11,"ויהיו כלימי אנוש חמש שנים ותשע מאות שנה וימת&nbsp;<span class=""mam-spi-samekh"">{ס}</span>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;",All the days of Enosh came to 905 years; then he died.,Ninguno
