Libro,Capitulo,Versiculo,Hebreo_Limpio,Traduccion,Conceptos_Matriz
Deuteronomy,1,29,ואמר אלכם לאתערצון ולאתיראון מהם,"I said to you, “Have no dread or fear of them. ",Ninguno
Deuteronomy,1,30,יהוה אלהיכם ההלך לפניכם הוא ילחם לכם ככל אשר עשה אתכם במצרים לעיניכם,"None other than the ETERNAL your God, who goes before you, will fight for you—just as [God] did for you in Egypt before your very eyes, ",Ninguno
Deuteronomy,1,31,ובמדבר אשר ראית אשר נשאך יהוה אלהיך כאשר ישאאיש אתבנו בכלהדרך אשר הלכתם עדבאכם עדהמקום הזה,"and in the wilderness, where you saw how the ETERNAL your God carried you, as a manhman A stereotypical head of household, responsible for its continuity. carries his son, all the way that you traveled until you came to this place. ",Ninguno
Deuteronomy,1,32,ובדבר הזה אינכם מאמינם ביהוה אלהיכם,"Yet for all that, you have no faith in the ETERNAL your God, ",Ninguno
Deuteronomy,1,33,ההלך לפניכם בדרך לתור לכם מקום לחנתכם באש&thinsp;<b></b> לילה לראתכם בדרך אשר תלכובה ובענן יומם,"who goes before you on your journeys—to scout the place where you are to encamp—in fire by night and in cloud by day, in order to guide you on the route you are to follow.”",Ninguno
Deuteronomy,1,34,וישמע יהוה אתקול דבריכם ויקצף וישבע לאמר,"Upon hearing your loud complaint, GOD became angry and vowed: ",Ninguno
Deuteronomy,1,35,אםיראה איש באנשים האלה הדור הרע הזה את הארץ הטובה אשר נשבעתי לתת לאבתיכם,"Not one of those involved, this evil generation, shall see the good land that I swore to give to your fathersifathers Abraham, Isaac, and Jacob; see v. 8; Gen. 24.7; 26.3; 50.24.— ",Ninguno
Deuteronomy,1,36,זולתי כלב בןיפנה הוא יראנה ולואתן אתהארץ אשר דרךבה ולבניו יען אשר מלא אחרי יהוה,"none except Caleb son of Jephunneh; he shall see it, and to him and his descendants will I give the land on which he set foot, because he remained loyal to GOD.— ",Ninguno
Deuteronomy,1,37,גםבי התאנף יהוה בגללכם לאמר גםאתה לאתבא שם,"Because of you GOD was incensed with me too, saying: You shall not enter it either. ",Ninguno
Deuteronomy,1,38,יהושע בןנון העמד לפניך הוא יבא שמה אתו חזק כיהוא ינחלנה אתישראל,"Joshua son of Nun, who attends you, he shall enter it. Imbue him with strength, for he shall allot it to Israel.— ",Ninguno
Deuteronomy,1,39,וטפכם אשר אמרתם לבז יהיה ובניכם אשר לאידעו היום טוב ורע המה יבאו שמה ולהם אתננה והם יירשוה,"Moreover, your little ones who you said would be carried off, your children who do not yet know good from bad, they shall enter it; to them will I give it and they shall possess it. ",Percepción (Yada)
Deuteronomy,1,40,ואתם פנו לכם וסעו המדברה דרך יםסוף,"As for you, turn about and march into the wilderness by the way of the Sea of Reeds.",Ninguno
Deuteronomy,1,41,ותענו&thinsp;<b></b> ותאמרו אלי חטאנו ליהוה אנחנו נעלה ונלחמנו ככל אשרצונו יהוה אלהינו ותחגרו איש אתכלי מלחמתו ותהינו לעלת ההרה,"You replied to me, saying, “We stand guilty before GOD. We will go up now and fight, just as the ETERNAL our God commanded us.” And you each girded yourselves with war gear and recklesslyjrecklessly Meaning of Heb. wattahinu uncertain. started for the hill country. ",Ninguno
Deuteronomy,1,42,ויאמר יהוה אלי אמר להם לא תעלו ולאתלחמו כי אינני בקרבכם ולא תנגפו לפני איביכם,"But GOD said to me, “Warn them: Do not go up and do not fight, since I am not in your midst; else you will be routed by your enemies.” ",Ninguno
Deuteronomy,1,43,ואדבר אליכם ולא שמעתם ותמרו אתפי יהוה ותזדו ותעלו ההרה,"I spoke to you, but you would not listen; you flouted GOD’s command and willfully marched into the hill country. ",Ninguno
Deuteronomy,1,44,ויצא האמרי הישב בהר ההוא לקראתכם וירדפו אתכם כאשר תעשינה הדברים ויכתו אתכם בשעיר עדחרמה,"Then the Amorites who lived in those hills came out against you like so many bees and chased you, and they crushed you at Hormah in Seir. ",Ninguno
Deuteronomy,1,45,ותשבו ותבכו לפני יהוה ולאשמע יהוה בקלכם ולא האזין אליכם,Again you wept before GOD; but GOD would not heed your cry or give ear to you.,Ninguno
Deuteronomy,1,46,ותשבו בקדש ימים רבים כימים אשר ישבתם,"Thus, after you had remained at Kadesh all that long time,kall that long time Lit. “many days, like the days that you remained.” ",Ninguno
Deuteronomy,2,1,"ונפן ונסע המדברה דרך יםסוף כאשר דבר יהוה אלי ונסב אתהרשעיר ימים רבים&nbsp;<span class=""mam-spi-samekh"">{ס}</span>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","we marched back into the wilderness by the way of the Sea of Reeds, as GOD had spoken to me, and skirted the hill country of Seir a long time.",Ninguno
Deuteronomy,2,2,ויאמר יהוה אלי לאמר,Then GOD said to me:,Ninguno
Deuteronomy,2,3,רבלכם סב אתההר הזה פנו לכם צפנה,You have been skirting this hill country long enough; now turn north.,Ninguno
Deuteronomy,2,4,ואתהעם צו לאמר אתם עברים בגבול אחיכם בניעשו הישבים בשעיר וייראו מכם ונשמרתם מאד,"And charge the people as follows: You will be passing through the territory of your kin, the descendants of Esau, who live in Seir. Though they will be afraid of you, be very careful ",Ninguno
Deuteronomy,2,5,אלתתגרו בם כי לאאתן לכם מארצם עד מדרך כףרגל כיירשה לעשו נתתי אתהר שעיר,not to provoke them. For I will not give you of their land so much as a foot can tread on; I have given the hill country of Seir as a possession to Esau.,Ninguno
Deuteronomy,2,6,אכל תשברו מאתם בכסף ואכלתם וגםמים תכרו מאתם בכסף ושתיתם,aOr “You may obtain food from them to eat for money; and you may also procure water from them to drink for money.” What food you eat you shall obtain from them for money; even the water you drink you shall procure from them for money. ,Ninguno
Deuteronomy,2,7,כי יהוה אלהיך ברכך בכל מעשה ידך ידע לכתך אתהמדבר הגדל הזה זה&thinsp;<b></b> ארבעים שנה יהוה אלהיך עמך לא חסרת דבר,"Indeed, the ETERNAL your God has blessed you in all your undertakings, watching over your wanderings through this great wilderness; the ETERNAL your God has been with you these past forty years: you have lacked nothing.",Percepción (Yada)
Deuteronomy,2,8,"ונעבר מאת אחינו בניעשו הישבים בשעיר מדרך הערבה מאילת ומעצין גבר&nbsp;<span class=""mam-spi-samekh"">{ס}</span>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;ונפן ונעבר דרך מדבר מואב","We then moved on, away from our kin, the descendants of Esau, who live in Seir, away from the road of the Arabah, away from Elath and Ezion-geber; and we marched on in the direction of the wilderness of Moab. ",Ninguno
Deuteronomy,2,9,ויאמר יהוה אלי אלתצר אתמואב ואלתתגר בם מלחמה כי לאאתן לך מארצו ירשה כי לבנילוט נתתי אתער ירשה,"And GOD said to me: Do not harass the Moabites or provoke them to war. For I will not give you any of their land as a possession; I have assigned Ar as a possession to the descendants of Lot.bdescendants of Lot I.e., the Moabites and the Ammonites; cf. Gen. 19.36–38.—",Ninguno
Deuteronomy,2,10,האמים לפנים ישבו בה עם גדול ורב ורם כענקים,"It was formerly inhabited by the Emim, a people great and numerous, and as tall as the Anakites. ",Ninguno
Deuteronomy,2,11,רפאים יחשבו אףהם כענקים והמאבים יקראו להם אמים,"Like the Anakites, they are counted as Rephaim; but the Moabites call them Emim. ",Ninguno
Deuteronomy,2,12,ובשעיר ישבו החרים לפנים ובני עשו יירשום וישמידום מפניהם וישבו תחתם כאשר עשה ישראל לארץ ירשתו אשרנתן יהוה להם,"Similarly, Seir was formerly inhabited by the Horites; but the descendants of Esau dispossessed them, wiping them out and settling in their place, just as Israel did in the land they were to possess, which GOD had given to them.—",Ninguno
Deuteronomy,2,13,עתה קמו ועברו לכם אתנחל זרד ונעבר אתנחל זרד,Up now! Cross the wadi Zered!So we crossed the wadi Zered.,Ninguno
Deuteronomy,2,14,והימים אשרהלכנו&thinsp;<b></b> מקדש ברנע עד אשרעברנו אתנחל זרד שלשים ושמנה שנה עדתם כלהדור אנשי המלחמה מקרב המחנה כאשר נשבע יהוה להם,"The time that we spent in travel from Kadesh-barnea until we crossed the wadi Zered was thirty-eight years, until that whole generation of warriors had perished from the camp, as GOD had sworn concerning them. ",Ninguno
Deuteronomy,2,15,וגם ידיהוה היתה בם להמם מקרב המחנה עד תמם,"Indeed, GOD’s hand struck them, to root them out from the camp until they were finished off.",Ninguno
Deuteronomy,2,16,"ויהי כאשרתמו כלאנשי המלחמה למות מקרב העם&nbsp;<span class=""mam-spi-samekh"">{ס}</span>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","When all the warriors among the people had died off, ",Ninguno
Deuteronomy,2,17,וידבר יהוה אלי לאמר,"GOD spoke to me, saying: ",Ninguno
Deuteronomy,2,18,אתה עבר היום אתגבול מואב אתער,"You are now passing through the territory of Moab, through Ar. ",Ninguno
Deuteronomy,2,19,וקרבת מול בני עמון אלתצרם ואלתתגר בם כי לאאתן מארץ בניעמון לך ירשה כי לבנילוט נתתיה ירשה,You will then be close to the Ammonites; do not harass them or start a fight with them. For I will not give any part of the land of the Ammonites to you as a possession; I have assigned it as a possession to the descendants of Lot.cdescendants of Lot See note at v. 9.—,Ninguno
Deuteronomy,2,20,ארץרפאים תחשב אףהוא רפאים ישבובה לפנים והעמנים יקראו להם זמזמים,"It, too, is counted as Rephaim country. It was formerly inhabited by Rephaim, whom the Ammonites call Zamzummim, ",Ninguno
Deuteronomy,2,21,עם גדול ורב ורם כענקים וישמידם יהוה מפניהם ויירשם וישבו תחתם,"a people great and numerous and as tall as the Anakites. GOD wiped them out, so that [the Ammonites] dispossessed them and settled in their place, ",Ninguno
Deuteronomy,2,22,כאשר עשה לבני עשו הישבים בשעיר אשר השמיד אתהחרי מפניהם ויירשם וישבו תחתם עד היום הזה,"as [GOD] did for the descendants of Esau who live in Seir, by wiping out the Horites before them, so that they dispossessed them and settled in their place, as is still the case.das is still the case Lit. “until this day.” ",Ninguno
Deuteronomy,2,23,והעוים הישבים בחצרים עדעזה כפתרים היצאים מכפתר השמידם וישבו תחתם,"So, too, with the Avvim who dwelt in villages in the vicinity of Gaza: the Caphtorim, who came from Crete,eCrete Heb. “Caphtor.” wiped them out and settled in their place.—",Ninguno
Deuteronomy,2,24,קומו סעו ועברו אתנחל ארנן ראה נתתי בידך אתסיחן מלךחשבון האמרי ואתארצו החל רש והתגר בו מלחמה,"Up! Set out across the wadi Arnon! See, I give into your power Sihon the Amorite, king of Heshbon, and his land. Begin the occupation: engage him in battle. ",Ninguno
Deuteronomy,2,25,היום הזה אחל תת פחדך ויראתך עלפני העמים תחת כלהשמים אשר ישמעון שמעך ורגזו וחלו מפניך,"This day I begin to put the dread and fear of you upon the peoples everywhere under heaven, so that they shall tremble and quake because of you whenever they hear you mentioned.",Ninguno
Deuteronomy,2,26,ואשלח מלאכים ממדבר קדמות אלסיחון מלך חשבון דברי שלום לאמר,"Then I sent messengers from the wilderness of Kedemoth to King Sihon of Heshbon with an offer of peace, as follows, ",Ninguno
Deuteronomy,2,27,אעברה בארצך בדרך בדרך אלך לא אסור ימין ושמאול,"“Let me pass through your country. I will keep strictly to the highway, turning off neither to the right nor to the left. ",Control/Derecha (Yamin)
Deuteronomy,2,28,אכל בכסף תשברני ואכלתי ומים בכסף תתןלי ושתיתי רק אעברה ברגלי,"What food I eat you will supply for money, and what water I drink you will furnish for money; just let me pass throughfthrough Lit. “with my feet.”— ",Ninguno
Deuteronomy,2,29,כאשר עשולי בני עשו הישבים בשעיר והמואבים הישבים בער עד אשראעבר אתהירדן אלהארץ אשריהוה אלהינו נתן לנו,"as the descendants of Esau who dwell in Seir did for me, and the Moabites who dwell in Ar—that I may cross the Jordan into the land that the ETERNAL our God is giving us.”",Ninguno
Deuteronomy,2,30,"ולא אבה סיחן מלך חשבון העברנו בו כיהקשה יהוה אלהיך אתרוחו ואמץ אתלבבו למען תתו בידך כיום הזה&nbsp;<span class=""mam-spi-samekh"">{ס}</span>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","But King Sihon of Heshbon refused to let us pass through, because GOD had stiffened his will and hardened his heart in order to deliver him into your power—as is now the case. ",Ninguno
Deuteronomy,2,31,ויאמר יהוה אלי ראה החלתי תת לפניך אתסיחן ואתארצו החל רש לרשת אתארצו,"And GOD said to me: See, I begin by placing Sihon and his land at your disposal. Begin the occupation; take possession of his land.",Ninguno
Deuteronomy,2,32,ויצא סיחן לקראתנו הוא וכלעמו למלחמה יהצה,"Sihon with all his troops took the field against us at Jahaz, ",Ninguno
Deuteronomy,2,33,"ויתנהו יהוה אלהינו לפנינו ונך אתו ואת<span class=""mam-kq-trivial"">בנו</span> ואתכלעמו",and the ETERNAL our God delivered him to us and we defeated him and his sons and all his troops.,Ninguno
Deuteronomy,2,34,ונלכד אתכלעריו בעת ההוא ונחרם אתכלעיר מתם והנשים והטף לא השארנו שריד,"At that time we captured all his towns, and we doomedgdoomed I.e., placed under ḥerem, which meant the annihilation of the population. Cf. note at Num. 21.2; Josh. 6.24. every town—men, women, and children—leaving no survivor. ",Ninguno
Deuteronomy,2,35,רק הבהמה בזזנו לנו ושלל הערים אשר לכדנו,We retained as booty only the cattle and the spoil of the cities that we captured.,Ninguno
Deuteronomy,2,36,מערער אשר עלשפתנחל ארנן והעיר אשר בנחל ועדהגלעד לא היתה קריה אשר שגבה ממנו אתהכל נתן יהוה אלהינו לפנינו,"From Aroer on the edge of the Arnon valley, including the townhincluding the town Force of Heb. we-haʻir uncertain. in the valley itself, to Gilead, not a city was too mighty for us; the ETERNAL our God delivered everything to us. ",Ninguno
Deuteronomy,2,37,רק אלארץ בניעמון לא קרבת כליד נחל יבק וערי ההר וכל אשרצוה יהוה אלהינו,"But you did not encroach upon the land of the Ammonites, all along the wadi Jabbok and the towns of the hill country, just as the ETERNAL our God had commanded.",Ninguno
Deuteronomy,3,1,ונפן ונעל דרך הבשן ויצא עוג מלךהבשן לקראתנו הוא וכלעמו למלחמה אדרעי,"We made our way up the road toward Bashan, and King Og of Bashan with all his troops took the field against us at Edrei. ",Ninguno
Deuteronomy,3,2,ויאמר יהוה אלי אלתירא אתו כי בידך נתתי אתו ואתכלעמו ואתארצו ועשית לו כאשר עשית לסיחן מלך האמרי אשר יושב בחשבון,"But GOD said to me: Do not fear him, for I am delivering him and all his troops and his country into your power, and you will do to him as you did to Sihon king of the Amorites, who lived in Heshbon.",Ninguno
Deuteronomy,3,3,ויתן יהוה אלהינו בידנו גם אתעוג מלךהבשן ואתכלעמו ונכהו עדבלתי השאירלו שריד,"So the ETERNAL our God also delivered into our power King Og of Bashan, with all his troops, and we dealt them such a blow that no survivor was left. ",Ninguno
Deuteronomy,3,4,ונלכד אתכלעריו בעת ההוא לא היתה קריה אשר לאלקחנו מאתם ששים עיר כלחבל ארגב ממלכת עוג בבשן,"At that time we captured all his towns; there was not a town that we did not take from them: sixty towns, the whole district of Argob, the kingdom of Og in Bashan— ",Ninguno
Deuteronomy,3,5,כלאלה ערים בצרת חומה גבהה דלתים ובריח לבד מערי הפרזי הרבה מאד,"all those towns were fortified with high walls, gates,agates I.e., two-leaf doors. and bars—apart from a great number of unwalled towns. ",Ninguno
Deuteronomy,3,6,ונחרם אותם כאשר עשינו לסיחן מלך חשבון החרם כלעיר מתם הנשים והטף,"We doomed them as we had done in the case of King Sihon of Heshbon; we doomed every town—men, women, and children— ",Ninguno
Deuteronomy,3,7,וכלהבהמה ושלל הערים בזונו לנו,and retained as booty all the cattle and the spoil of the towns.,Ninguno
Deuteronomy,3,8,ונקח בעת ההוא אתהארץ מיד שני מלכי האמרי אשר בעבר הירדן מנחל ארנן עדהר חרמון,"Thus we seized, at that time, from the two Amorite kings, the country beyond the Jordan, from the wadi Arnon to Mount Hermon— ",Ninguno
Deuteronomy,3,9,צידנים יקראו לחרמון שרין והאמרי יקראולו שניר,"Sidonians called Hermon Sirion, and the Amorites call it Senir— ",Ninguno
Deuteronomy,3,10,כל&thinsp;<b></b> ערי המישר וכלהגלעד וכלהבשן עדסלכה ואדרעי ערי ממלכת עוג בבשן,"all the towns of the Tableland and the whole of Gilead and Bashan as far as SalcahbSalcah In contrast to others “Salecah” or “Salchah.” and Edrei, the towns of Og’s kingdom in Bashan. ",Ninguno
Deuteronomy,3,11,כי רקעוג מלך הבשן נשאר מיתר הרפאים הנה ערשו ערש ברזל הלה הוא ברבת בני עמון תשע אמות ארכה וארבע אמות רחבה באמתאיש,"Only King Og of Bashan was left of the remaining Rephaim. His bedstead, an iron bedstead, is now in Rabbah of the Ammonites; it is nine cubits long and four cubits wide, by the standard cubit!cstandard cubit Lit. “forearm of a (typical) person.” ",Ninguno
Deuteronomy,3,12,ואתהארץ הזאת ירשנו בעת ההוא מערער אשרעלנחל ארנן וחצי הרהגלעד ועריו נתתי לראובני ולגדי,"dVerses 12–13 proceed from south to north; vv. 14–16 from north to south. And this is the land that we apportioned at that time: The part from Aroer along the wadi Arnon, with part of the hill country of Gilead and its towns, I assigned to the Reubenites and the Gadites. ",Ninguno
Deuteronomy,3,13,ויתר הגלעד וכלהבשן ממלכת עוג נתתי לחצי שבט המנשה כל חבל הארגב לכלהבשן ההוא יקרא ארץ רפאים,"The rest of Gilead, and all of Bashan under Og’s rule—the whole Argob district, all that part of Bashan that is called Rephaim country—I assigned to the half-tribe of Manasseh. ",Ninguno
Deuteronomy,3,14,יאיר בןמנשה לקח אתכלחבל ארגב עדגבול הגשורי והמעכתי ויקרא אתם עלשמו אתהבשן חות יאיר עד היום הזה,"Jair son of Manasseh received the whole Argob district (that is, Bashan) as far as the boundary of the Geshurites and the Maacathites, and named it after himself: Havvoth-jaireHavvoth-jair I.e., “villages of Jair.”—as is still the case. ",Ninguno
Deuteronomy,3,15,ולמכיר נתתי אתהגלעד,To Machir I assigned Gilead.,Ninguno
Deuteronomy,3,16,ולראובני ולגדי נתתי מןהגלעד ועדנחל ארנן תוך הנחל וגבל ועד יבק הנחל גבול בני עמון,"And to the Reubenites and the Gadites I assigned the part from Gilead down to the wadi Arnon, the middle of the wadi being the boundary, and up to the wadi Jabbok, the boundary of the Ammonites.",Ninguno
Deuteronomy,3,17,והערבה והירדן וגבל מכנרת ועד ים הערבה ים המלח תחת אשדת הפסגה מזרחה,"fContinuing vv. 8–10; cf. 4.47–49. [We also seized] the Arabah, from the foot of the slopes of Pisgah on the east, to the edge of the Jordan, and from Chinnereth down to the sea of the Arabah, the Dead Sea.",Ninguno
Deuteronomy,3,18,ואצו אתכם בעת ההוא לאמר יהוה אלהיכם נתן לכם אתהארץ הזאת לרשתה חלוצים תעברו לפני אחיכם בניישראל כלבניחיל,"At that time I charged you,gyou Addressing the leaders of Reuben, Gad, and Manasseh; cf. Num. 32. saying, “The ETERNAL your God has given you this country to possess. You must go as shock-troops, warriors all, at the head of your fellow Israelites. ",Ninguno
Deuteronomy,3,19,רק נשיכם וטפכם ומקנכם ידעתי כימקנה רב לכם ישבו בעריכם אשר נתתי לכם,"Only your wives, children, and livestock—I know that you have much livestock—shall be left in the towns I have assigned to you, ",Percepción (Yada)
Deuteronomy,3,20,עד אשריניח יהוה&thinsp;<small></small>&thinsp;לאחיכם ככם וירשו גםהם אתהארץ אשר יהוה אלהיכם נתן להם בעבר הירדן ושבתם איש לירשתו אשר נתתי לכם,"until GOD has granted your kindred a haven such as you have, and they too have taken possession of the land that the ETERNAL your God is assigning them, beyond the Jordan. Then you may return each to the homestead that I have assigned to him.”",Ninguno
Deuteronomy,3,21,ואתיהושוע צויתי בעת ההוא לאמר עיניך הראת את כלאשר עשה יהוה אלהיכם לשני המלכים האלה כןיעשה יהוה לכלהממלכות אשר אתה עבר שמה,"I also charged Joshua at that time, saying, “You have seen with your own eyes all that the ETERNAL your God has done to these two kings; so shall GOD do to all the kingdoms into which you shall cross over. ",Ninguno
Deuteronomy,3,22,"לא תיראום כי יהוה אלהיכם הוא הנלחם לכם&nbsp;<span class=""mam-spi-samekh"">{ס}</span>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","Do not fear them, for it is the ETERNAL your God who will battle for you.”",Ninguno
Deuteronomy,3,23,ואתחנן אליהוה בעת ההוא לאמר,"I pleaded with GOD at that time, saying, ",Ninguno
