Libro,Capitulo,Versiculo,Hebreo_Limpio,Traduccion,Conceptos_Matriz
Exodus,2,21,ויואל משה לשבת אתהאיש ויתן אתצפרה בתו למשה,"Moses consented to stay with the man, and he gave Moses his daughter Zipporah as wife. ",Ninguno
Exodus,2,22,"ותלד בן ויקרא אתשמו גרשם כי אמר גר הייתי בארץ נכריה&nbsp;<span class=""mam-spi-pe"">{פ}</span><br>","She bore a son whom he named Gershom,cGershom Associated with ger sham, “a stranger there.” for he said, “I have been a stranger in a foreign land.”",Ninguno
Exodus,2,23,ויהי בימים הרבים ההם וימת מלך מצרים ויאנחו בניישראל מןהעבדה ויזעקו ותעל שועתם אלהאלהים מןהעבדה,"A long time after that, the king of Egypt died. The Israelites were groaning under the bondage and cried out; and their cry for help from the bondage rose up to God. ",Ninguno
Exodus,2,24,וישמע אלהים אתנאקתם ויזכר אלהים אתבריתו אתאברהם אתיצחק ואתיעקב,"God heard their moaning, and God remembered the covenant with Abraham and Isaac and Jacob. ",Ninguno
Exodus,2,25,"וירא אלהים אתבני ישראל וידע אלהים&nbsp;<span class=""mam-spi-samekh"">{ס}</span>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","God looked upon the Israelites, and God took notice of them.",Percepción (Yada)
Exodus,3,1,ומשה היה רעה אתצאן יתרו חתנו כהן מדין וינהג אתהצאן אחר המדבר ויבא אלהר האלהים חרבה,"Now Moses, tending the flock of his father-in-law Jethro, the priest of Midian, drove the flock into the wilderness, and came to Horeb, the mountain of God. ",Ninguno
Exodus,3,2,וירא מלאך יהוה אליו בלבתאש מתוך הסנה וירא והנה הסנה בער באש והסנה איננו אכל,"An angelaAn angel Heb. “A messenger.” of GOD appeared to him in a blazing fire out of a bush. He gazed, and there was a bush all aflame, yet the bush was not consumed. ",Ninguno
Exodus,3,3,ויאמר משה אסרהנא ואראה אתהמראה הגדל הזה מדוע לאיבער הסנה,"Moses said, “I must turn aside to look at this marvelous sight; why doesn’t the bush burn up?” ",Ninguno
Exodus,3,4,וירא יהוה כי סר לראות ויקרא אליו אלהים מתוך הסנה ויאמר משה משה ויאמר הנני,"When GOD saw that he had turned aside to look, GodbGod This label can refer to the angel, as acting on God’s behalf; cf. Ibn Ezra here and at v. 7. called to him out of the bush: “Moses! Moses!” He answered, “Here I am.” ",Ninguno
Exodus,3,5,ויאמר אלתקרב הלם שלנעליך מעל רגליך כי המקום אשר אתה עומד עליו אדמתקדש הוא,"And [GodcGod See note at v. 4.] said, “Do not come closer! Remove your sandals from your feet, for the place on which you stand is holy ground!” ",Ninguno
Exodus,3,6,ויאמר אנכי אלהי אביך אלהי אברהם אלהי יצחק ואלהי יעקב ויסתר משה פניו כי ירא מהביט אלהאלהים,"and continued, “I am the God of your fatherdyour father Including his household.—the God of Abraham, the God of Isaac, and the God of Jacob.” And Moses hid his face, for he was afraid to look at God.eGod Or “a divine being.” ",Ninguno
Exodus,3,7,ויאמר יהוה ראה ראיתי אתעני עמי אשר במצרים ואתצעקתם שמעתי מפני נגשיו כי ידעתי אתמכאביו,"And GODfGOD Cf. note at v. 4. continued, “I have marked well the plight of My people in Egypt and have heeded their outcry because of their taskmasters; yes, I am mindful of their sufferings. ",Percepción (Yada)
Exodus,3,8,וארד להצילו&thinsp;<b></b> מיד מצרים ולהעלתו מןהארץ ההוא אלארץ טובה ורחבה אלארץ זבת חלב ודבש אלמקום הכנעני והחתי והאמרי והפרזי והחוי והיבוסי,"I have come down to rescue them from the Egyptians and to bring them out of that land to a good and spacious land, a land flowing with milk and honey, the region of the Canaanites, the Hittites, the Amorites, the Perizzites, the Hivites, and the Jebusites. ",Ninguno
Exodus,3,9,ועתה הנה צעקת בניישראל באה אלי וגםראיתי אתהלחץ אשר מצרים לחצים אתם,"Now the cry of the Israelites has reached Me; moreover, I have seen how the Egyptians oppress them. ",Ninguno
Exodus,3,10,ועתה לכה ואשלחך אלפרעה והוצא אתעמי בניישראל ממצרים,"Come, therefore, I will send you to Pharaoh, and you shall free My people, the Israelites, from Egypt.”",Ninguno
Exodus,3,11,ויאמר משה אלהאלהים מי אנכי כי אלך אלפרעה וכי אוציא אתבני ישראל ממצרים,"But Moses said to God, “Who am I that I should go to Pharaoh and free the Israelites from Egypt?”",Ninguno
Exodus,3,12,ויאמר כיאהיה עמך וזהלך האות כי אנכי שלחתיך בהוציאך אתהעם ממצרים תעבדון אתהאלהים על ההר הזה,"“I will be with you; that shall be your sign that it was I who sent you. And when you have freed the people from Egypt, you shall worship God at this mountain.”",Ninguno
Exodus,3,13,ויאמר משה אלהאלהים הנה אנכי בא אלבני ישראל ואמרתי להם אלהי אבותיכם שלחני אליכם ואמרולי מהשמו מה אמר אלהם,"Moses said to God, “When I come to the Israelites and say to them, ‘The God of your fathersgyour fathers Including their households. has sent me to you,’ and they ask me, ‘By which name?’hBy which name? I.e., which aspect was manifested? Cf. Ramban; lit. “What is His name?” what shall I say to them?” ",Ninguno
Exodus,3,14,ויאמר אלהים אלמשה אהיה אשר אהיה ויאמר כה תאמר לבני ישראל אהיה שלחני אליכם,"And God said to Moses, “Ehyeh-Asher-Ehyeh,”iEhyeh-Asher-Ehyeh Meaning of Heb. uncertain; variously translated: “I Am That I Am”; “I Am Who I Am”; “I Will Be What I Will Be”; etc. continuing, “Thus shall you say to the Israelites, ‘Ehyeh sent me to you.’” ",Ninguno
Exodus,3,15,ויאמר עוד אלהים אלמשה כהתאמר אלבני ישראל יהוה אלהי אבתיכם אלהי אברהם אלהי יצחק ואלהי יעקב שלחני אליכם זהשמי לעלם וזה זכרי לדר דר,"And God said further to Moses, “Thus shall you speak to the Israelites: GOD [יהוה],jיהוה This divine name (y-h-w-h; traditionally pronounced as Adonai, lit. “[the] Sovereign”) is here associated with the verb hayah “to be.” the God of your fathers—the God of Abraham, the God of Isaac, and the God of Jacob—has sent me to you:This shall be My name forever,This My appellation for all eternity.",Ninguno
Exodus,3,16,לך ואספת אתזקני ישראל ואמרת אלהם יהוה אלהי אבתיכם נראה אלי אלהי אברהם יצחק ויעקב לאמר פקד פקדתי אתכם ואתהעשוי לכם במצרים,"“Go and assemble the elders of Israel and say to them: The ETERNAL, the God of your fathers—the God of Abraham, Isaac, and Jacob—has appeared tokappeared to Or “communicated with.” me and said, ‘I have taken note of you and of what is being done to you in Egypt, ",Ninguno
Exodus,3,17,ואמר אעלה אתכם מעני מצרים אלארץ הכנעני והחתי והאמרי והפרזי והחוי והיבוסי אלארץ זבת חלב ודבש,"and I have declared: I will take you out of the misery of Egypt to the land of the Canaanites, the Hittites, the Amorites, the Perizzites, the Hivites, and the Jebusites, to a land flowing with milk and honey.’ ",Ninguno
Exodus,3,18,ושמעו לקלך ובאת אתה וזקני ישראל אלמלך מצרים ואמרתם אליו יהוה אלהי העבריים נקרה עלינו ועתה נלכהנא דרך שלשת ימים במדבר ונזבחה ליהוה אלהינו,"They will listen to you; then you shall go with the elders of Israel to the king of Egypt and you shall say to him, ‘The ETERNAL, the God of the Hebrews, became manifest to us. Now therefore, let us go a distance of three days into the wilderness to sacrifice to the ETERNAL our God.’ ",Ninguno
Exodus,3,19,ואני ידעתי כי לאיתן אתכם מלך מצרים להלך ולא ביד חזקה,Yet I know that the king of Egypt will let you go only because of a greater might.,Percepción (Yada)
Exodus,3,20,ושלחתי אתידי והכיתי אתמצרים בכל נפלאתי אשר אעשה בקרבו ואחריכן ישלח אתכם,So I will stretch out My hand and smite Egypt with various wonders that I will work upon them; after that he shall let you go.,Ninguno
Exodus,3,21,ונתתי אתחן העםהזה בעיני מצרים והיה כי תלכון לא תלכו ריקם,"And I will dispose the Egyptians favorably toward this people, so that when you go, you will not go away empty-handed. ",Ninguno
Exodus,3,22,ושאלה אשה משכנתה ומגרת ביתה כליכסף וכלי זהב ושמלת ושמתם עלבניכם ועלבנתיכם ונצלתם אתמצרים,"Each woman shall borrow from her neighbor and the lodger in her house objects of silver and gold, and clothing, and you shall put these on your sons and daughters, thus stripping the Egyptians.”",Ninguno
Exodus,4,1,ויען משה ויאמר והן לאיאמינו לי ולא ישמעו בקלי כי יאמרו לאנראה אליך יהוה,"But Moses spoke up and said, “What if they do not believe me and do not listen to me, but say: GOD did not appear toaappear to Or “communicate with.” you?” ",Ninguno
Exodus,4,2,"ויאמר אליו יהוה <span class=""mam-kq""><span class=""mam-kq-k"">(מזה)</span> <span class=""mam-kq-q"">[מהזה]</span></span> בידך ויאמר מטה","GOD said to him, “What is that in your hand?”“A rod.”",Ninguno
Exodus,4,3,ויאמר השליכהו ארצה וישלכהו ארצה ויהי לנחש וינס משה מפניו,“Cast it on the ground.”He cast it on the ground and it became a snake; and Moses recoiled from it.,Ninguno
Exodus,4,4,ויאמר יהוה אלמשה שלח ידך ואחז בזנבו וישלח ידו ויחזק בו ויהי למטה בכפו,"Then GOD said to Moses, “Put out your hand and grasp it by the tail”—he put out his hand and seized it, and it became a rod in his hand— ",Ninguno
Exodus,4,5,למען יאמינו כינראה אליך יהוה אלהי אבתם אלהי אברהם אלהי יצחק ואלהי יעקב,"“that they may believe that the ETERNAL, the God of their ancestors, the God of Abraham, the God of Isaac, and the God of Jacob, did appear tobappear to See note at v. 1. you.”",Ninguno
Exodus,4,6,ויאמר יהוה לו עוד הבאנא ידך בחיקך ויבא ידו בחיקו ויוצאה והנה ידו מצרעת כשלג,"GOD
 said to him further, “Put your hand into your bosom.” He put his hand into his bosom; and when he took it out, his hand was encrusted with snowy scales!cscales Cf. Lev. 13.2–3. ",Ninguno
Exodus,4,7,ויאמר השב ידך אלחיקך וישב ידו אלחיקו ויוצאה מחיקו והנהשבה כבשרו,"And [God] said, “Put your hand back into your bosom.”—He put his hand back into his bosom; and when he took it out of his bosom, there it was again like the rest of his body.— ",Ninguno
Exodus,4,8,והיה אםלא יאמינו לך ולא ישמעו לקל האת הראשון והאמינו לקל האת האחרון,"“And if they do not believe you or pay heed to the first sign, they will believe the second. ",Ninguno
Exodus,4,9,והיה אםלא יאמינו גם לשני האתות האלה ולא ישמעון לקלך ולקחת ממימי היאר ושפכת היבשה והיו המים אשר תקח מןהיאר והיו לדם ביבשת,"And if they are not convinced by both these signs and still do not heed you, take some water from the Nile and pour it on the dry ground, and it—the water that you take from the Nile—will turn to blood on the dry ground.”",Ninguno
Exodus,4,10,ויאמר משה אליהוה בי אדני לא איש דברים אנכי גם מתמול גם משלשם גם מאז דברך אלעבדך כי כבדפה וכבד לשון אנכי,"But Moses said to GOD, “Please, O my Sovereign, I have never been a man of words, either in times past or now that You have spoken to Your servant; I am slow of speech and slow of tongue.” ",Ninguno
Exodus,4,11,ויאמר יהוה אליו מי שם פה לאדם או מיישום אלם או חרש או פקח או עור הלא אנכי יהוה,"And GOD said to him, “Who gives humans speech? Who makes them dumb or deaf, seeing or blind? Is it not I, GOD? ",Ninguno
Exodus,4,12,ועתה לך ואנכי אהיה עםפיך והוריתיך אשר תדבר,"Now go, and I will be with you as you speak and will instruct you what to say.” ",Ninguno
Exodus,4,13,ויאמר בי אדני שלחנא בידתשלח,"But he said, “Please, O my Sovereign, make someone else Your agent.”dmake someone else Your agent Lit. “send through whomever You will send.” ",Ninguno
Exodus,4,14,ויחראף יהוה במשה ויאמר הלא אהרן אחיך הלוי ידעתי כידבר ידבר הוא וגם הנההוא יצא לקראתך וראך ושמח בלבו,"GOD became angry with Moses and said, “There is your brother Aaron the Levite. He, I know, speaks readily. Even now he is setting out to meet you, and he will be happy to see you. ",Percepción (Yada)
Exodus,4,15,ודברת אליו ושמת אתהדברים בפיו ואנכי אהיה עםפיך ועםפיהו והוריתי אתכם את אשר תעשון,"You shall speak to him and put the words in his mouth—I will be with you and with him as you speak, and tell both of you what to do— ",Ninguno
Exodus,4,16,ודברהוא לך אלהעם והיה הוא יהיהלך לפה ואתה תהיהלו לאלהים,"and he shall speak for you to the people. Thus he shall serve as your spokesman, with you playing the role of Godeplaying the role of God Cf. 7.1. to him. ",Ninguno
Exodus,4,17,"ואתהמטה הזה תקח בידך אשר תעשהבו אתהאתת&nbsp;<span class=""mam-spi-pe"">{פ}</span><br>","And take with you this rod, with which you shall perform the signs.”",Ninguno
Exodus,4,18,וילך משה וישב&thinsp;<b></b> אליתר חתנו ויאמר לו אלכה נא ואשובה אלאחי אשרבמצרים ואראה העודם חיים ויאמר יתרו למשה לך לשלום,"Moses went back to his father-in-law JetherfJether I.e., Jethro. and said to him, “Let me go back to my kinsfolk in Egypt and see how they are faring.”ghow they are faring Lit. “whether they are still alive.” And Jethro said to Moses, “Go in peace.”",Ninguno
Exodus,4,19,ויאמר יהוה אלמשה במדין לך שב מצרים כימתו כלהאנשים המבקשים אתנפשך,"
GOD
 said to Moses in Midian, “Go back to Egypt, for all those who sought to kill you are dead.” ",Ninguno
Exodus,4,20,ויקח משה אתאשתו ואתבניו וירכבם עלהחמר וישב ארצה מצרים ויקח משה אתמטה האלהים בידו,"So Moses took his wife and sons, mounted them on a donkey, and went back to the land of Egypt; and Moses took the rod of God with him.",Ninguno
Exodus,4,21,ויאמר יהוה אלמשה בלכתך לשוב מצרימה ראה כלהמפתים אשרשמתי בידך ועשיתם לפני פרעה ואני אחזק אתלבו ולא ישלח אתהעם,"And GOD said to Moses, “When you return to Egypt, see that you perform before Pharaoh all the marvels that I have put within your power. I, however, will stiffen his heart so that he will not let the people go. ",Ninguno
Exodus,4,22,ואמרת אלפרעה כה אמר יהוה בני בכרי ישראל,"Then you shall say to Pharaoh, ‘Thus says GOD: Israel is My first-born son. ",Ninguno
Exodus,4,23,ואמר אליך שלח אתבני ויעבדני ותמאן לשלחו הנה אנכי הרג אתבנך בכרך,"I have said to you, “Let My son go, that he may worship Me,” yet you refuse to let him go. Now I will slay your first-born son.’”",Ninguno
Exodus,4,24,ויהי בדרך במלון ויפגשהו יהוה ויבקש המיתו,"At a night encampment on the way, GODhGOD This label may refer to an angel, as acting on God’s behalf. So Rashbam, Ibn Ezra; cf. Septuagint, Targum. encountered him and sought to kill him. ",Ninguno
Exodus,4,25,ותקח צפרה צר ותכרת אתערלת בנה ותגע לרגליו ותאמר כי חתןדמים אתה לי,"iMeaning of verses uncertain. So Zipporah took a flint and cut off her son’s foreskin, and touched his legs with it, saying, “You are truly a bridegroom of blood to me!” ",Ninguno
Exodus,4,26,"וירף ממנו אז אמרה חתן דמים למולת&nbsp;<span class=""mam-spi-pe"">{פ}</span><br>","And when [God] let him alone, she added, “A bridegroom of blood because of the circumcision.”",Ninguno
Exodus,4,27,ויאמר יהוה אלאהרן לך לקראת משה המדברה וילך ויפגשהו בהר האלהים וישקלו,"
GOD
 said to Aaron, “Go to meet Moses in the wilderness.” He went and met him at the mountain of God, and he kissed him. ",Ninguno
Exodus,4,28,ויגד משה לאהרן את כלדברי יהוה אשר שלחו ואת כלהאתת אשר צוהו,Moses told Aaron about all the things that GOD had committed to him and all the signs about which he had been instructed.,Ninguno
Exodus,4,29,וילך משה ואהרן ויאספו אתכלזקני בני ישראל,Then Moses and Aaron went and assembled all the elders of the Israelites.,Ninguno
Exodus,4,30,וידבר אהרן את כלהדברים אשרדבר יהוה אלמשה ויעש האתת לעיני העם,"Aaron repeated all the words that GOD had spoken to Moses, and he performed the signs in the sight of those assembled, ",Ninguno
Exodus,4,31,ויאמן העם וישמעו כיפקד יהוה אתבני ישראל וכי ראה אתענים ויקדו וישתחוו,"and the assembly was convinced. When they heard that GOD had taken note of the Israelites and had seen their plight, they bowed low in homage.",Ninguno
Exodus,5,1,ואחר באו משה ואהרן ויאמרו אלפרעה כהאמר יהוה אלהי ישראל שלח אתעמי ויחגו לי במדבר,"Afterward Moses and Aaron went and said to Pharaoh, “Thus says the ETERNAL, the God of Israel: Let My people go that they may celebrate a festival for Me in the wilderness.” ",Ninguno
Exodus,5,2,ויאמר פרעה מי יהוה אשר אשמע בקלו לשלח אתישראל לא ידעתי אתיהוה וגם אתישראל לא אשלח,"But Pharaoh said, “Who is GOD that I should heed him and let Israel go? I do not know GOD, nor will I let Israel go.” ",Percepción (Yada)
Exodus,5,3,ויאמרו אלהי העברים נקרא עלינו נלכה נא דרך שלשת ימים במדבר ונזבחה ליהוה אלהינו פןיפגענו בדבר או בחרב,"They answered, “The God of the Hebrews has become manifest to us. Let us go, we pray, a distance of three days into the wilderness to sacrifice to the ETERNAL our God, lest we be struck with pestilence or sword.” ",Ninguno
Exodus,5,4,ויאמר אלהם מלך מצרים למה משה ואהרן תפריעו אתהעם ממעשיו לכו לסבלתיכם,"But the king of Egypt said to them, “Moses and Aaron, why do you distract the people from their tasks? Get to your labors!” ",Ninguno
Exodus,5,5,ויאמר פרעה הןרבים עתה עם הארץ והשבתם אתם מסבלתם,"And Pharaoh continued, “The people of the land are already so numerous,aThe people of the land are already so numerous Samaritan “Even now they are more numerous than the people of the land,” i.e., than the native population (cf. Gen. 23.7). and you would have them cease from their labors!”bfrom their labors See 1.5–11. ",Ninguno
Exodus,5,6,ויצו פרעה ביום ההוא אתהנגשים בעם ואתשטריו לאמר,"That same day Pharaoh charged the taskmasters and overseers of the people, saying, ",Ninguno
Exodus,5,7,לא תאספון לתת תבן לעם ללבן הלבנים כתמול שלשם הם ילכו וקששו להם תבן,“You shall no longer provide the people with straw for making bricks as heretofore; let them go and gather straw for themselves.,Ninguno
Exodus,5,8,ואתמתכנת הלבנים אשר הם עשים תמול שלשם תשימו עליהם לא תגרעו ממנו כינרפים הם עלכן הם צעקים לאמר נלכה נזבחה לאלהינו,"But impose upon them the same quota of bricks as they have been making heretofore; do not reduce it, for they are shirkers; that is why they cry, ‘Let us go and sacrifice to our God!’ ",Ninguno
Exodus,5,9,תכבד העבדה עלהאנשים ויעשובה ואלישעו בדברישקר,Let heavier work be laid upon those involved; let them keep at it and not pay attention to deceitful promises.”,Ninguno
Exodus,5,10,ויצאו נגשי העם ושטריו ויאמרו אלהעם לאמר כה אמר פרעה אינני נתן לכם תבן,"So the taskmasters and overseers of the people went out and said to the people, “Thus says Pharaoh: I will not give you any straw. ",Ninguno
Exodus,5,11,אתם לכו קחו לכם תבן מאשר תמצאו כי אין נגרע מעבדתכם דבר,You must go and get the straw yourselves wherever you can find it; but there shall be no decrease whatever in your work.”,Ninguno
Exodus,5,12,ויפץ העם בכלארץ מצרים לקשש קש לתבן,Then the people scattered throughout the land of Egypt to gather stubble for straw.,Ninguno
Exodus,5,13,והנגשים אצים לאמר כלו מעשיכם דבריום ביומו כאשר בהיות התבן,"And the taskmasters pressed them, saying, “You must complete the same work assignment each day as when you had straw.” ",Ninguno
